time,page 
0,149.6094066253023 
10,129.77191947466332 
20,129.31978913221286 
30,132.2582590411747 
40,129.54795733246004 
50,127.53916649164063 
60,130.37049276715547 
70,128.38735057667856 
80,123.14422132014535 
90,135.64820930930492 
100,133.00506395732475 
110,129.11913489045327 
120,147.2579743978775 
130,143.3436567571951 
140,148.29305944758713 
150,171.26426172310562 
160,180.9420383918304 
170,184.82033569137184 
180,711.3930307724446 
190,2293.5885166589 
200,2862.7151684657283 
210,2662.886934334211 
220,2110.336891624151 
230,2112.1643976828354 
240,2362.1953591842453 
245,9.002954054021158 
