time,session 
0,730.1720512268436 
10,526.7888502874964 
20,611.7768222808054 
30,513.5611254778336 
40,555.7313869325968 
50,577.0191277646189 
60,601.8290182369791 
70,492.06620544368013 
80,566.7401879777565 
90,544.850863312801 
100,545.1414361525209 
110,636.1589884687509 
120,568.0152748996904 
130,601.0606426959029 
140,550.7824101403013 
150,574.6838783544974 
160,606.7686291732591 
170,602.2180952615676 
180,933.6031385721166 
190,2373.499397192889 
200,3299.933705605682 
210,3801.732931396216 
220,3478.309614639763 
230,3184.3529588805222 
240,3052.1023684052634 
245,1546.96878960301 
