time,connect,request 
0,8.204738520361268,69.36132319712715 
10,0.056809743343686256,68.99708511378269 
20,0.038112406845482165,64.23911034018063 
30,0.32791490893218017,68.12431335555137 
40,0.05609914057636894,67.02265217822516 
50,0.09541340289248439,68.56612685415514 
60,4.313026548008547,68.52759542957541 
70,0.5436044675523345,67.62428073714173 
80,0.21085224297442726,65.24150686178864 
90,1.1005141784159946,69.74973560579193 
100,0.4462242037361936,68.72777475049189 
110,0.37382904342635903,68.37298991542515 
120,1.0447293303714695,72.59944149382514 
130,0.2924825685681103,72.56849125646681 
140,0.5552752562094878,73.4199197974616 
150,0.7195519842150685,79.94674116935249 
160,0.5602694046475419,84.83914701443382 
170,0.35231652056412716,84.67156115093844 
180,1.338756817339311,320.0630215734224 
190,0.4876436801349434,683.8094604418618 
200,0.3896407270560631,656.6875908013141 
210,0.5258781706869783,762.1592317401602 
220,0.39315113018592107,769.2458598945099 
230,0.46602381086590383,744.8783210657414 
240,0.5135109244833185,724.1326779722691 
245,0,7.342764996663504 
