time,connect,request 
0,0.8,7 
10,0.7,5.8 
20,0.6,5.9 
30,1.6,13.8 
40,1.9,16.3 
50,1.9,17.9 
60,2.8,23 
70,3.5,32.5 
80,2.8,25.7 
90,6.7,55.8 
100,8,71.2 
110,6.7,61.5 
120,13.9,121 
130,15.8,142.8 
140,16.2,144.4 
150,24.2,210.6 
160,33.8,304.3 
170,29.2,264.7 
180,51.8,310.4 
190,170.8,457.2 
200,237.7,578.3 
210,349.8,809.8 
220,398.1,1113.7 
230,531.4,1087.9 
240,236.6,804.7 
245,0,24.7 
