time,connect,request 
0,26.003,251.324 
10,26.003,251.324 
20,26.003,251.324 
30,26.003,251.324 
40,26.003,251.324 
50,26.003,273.25 
60,26.003,273.25 
70,26.003,273.25 
80,26.003,273.25 
90,26.003,273.25 
100,26.003,467.437 
110,26.003,467.437 
120,26.003,467.437 
130,26.003,467.437 
140,26.003,467.437 
150,26.003,470.443 
160,26.003,532.568 
170,26.003,532.568 
180,26.003,1937.13 
190,26.003,3067.836 
200,26.003,3649.478 
210,26.003,3649.478 
220,26.003,3649.478 
230,26.003,3649.478 
240,26.003,3649.478 
245,26.003,3649.478 
