time,users_count,finish_users_count 
0,0.9,0.7 
10,0.7,0.6 
20,0.6,0.8 
30,1.6,1.3 
40,1.8,1.8 
50,1.9,2.2 
60,2.9,2.1 
70,3.6,3.5 
80,3.1,3.2 
90,6.4,4.9 
100,8,8.1 
110,6.7,7.1 
120,14,11.8 
130,15.9,16.8 
140,15.9,15.6 
150,25.1,20.3 
160,33.2,34.2 
170,29.2,30.4 
180,51.7,24.3 
190,67.2,32.7 
200,62.7,62.1 
210,97.5,75.3 
220,124,127.4 
230,124.8,125.4 
240,46.3,127.7 
245,0,5.4 
