time,page 
0,7.092 
10,7.092 
20,7.092 
30,7.092 
40,6.457 
50,6.432 
60,6.381 
70,6.161 
80,6.161 
90,6.161 
100,5.988 
110,5.988 
120,5.988 
130,5.988 
140,5.988 
150,5.988 
160,5.988 
170,5.988 
180,5.988 
190,1.351 
200,1.276 
210,1.276 
220,1.276 
230,1.276 
240,1.276 
245,1.276 
