time,page 
0,410.279 
10,410.279 
20,410.279 
30,410.279 
40,410.279 
50,410.279 
60,410.279 
70,410.279 
80,410.279 
90,516.518 
100,533.334 
110,533.334 
120,536.307 
130,736.307 
140,736.307 
150,760.077 
160,1031.324 
170,1038.775 
180,4588.788 
190,9989.667 
200,11213.673 
210,11213.673 
220,11652.764 
230,11652.764 
240,11652.764 
245,11652.764 
