time,page 
0,134.47008695652173 
10,108.18457894736845 
20,114.95700000000002 
30,119.03344444444444 
40,109.81147272727279 
50,111.61637704918029 
60,116.55268000000001 
70,113.36749056603773 
80,103.25852272727273 
90,119.72488888888894 
100,112.29677405857737 
110,112.93736231884061 
120,127.63622081218281 
130,120.78358713692951 
140,124.73099164926928 
150,147.13846064139935 
160,153.9579734513277 
170,152.9183539325845 
180,510.66978536102897 
190,2326.5036683168287 
200,3030.771926199261 
210,2316.4148766453523 
220,1760.2073789954309 
230,1654.8366484848514 
240,2126.669563291139 
245,30.337072 
