time,size_sent,size_rcv 
0,11.94140625,131.7671875 
10,25.546875,281.378125 
20,47.6921875,523.75859375 
30,76.95546875,841.42578125 
40,110.696875,1215.340625 
50,128.97578125,1415.43828125 
60,192.25859375,2109.70703125 
70,258.3859375,2833.32890625 
80,319.51484375,3504.5859375 
90,416.81640625,4571.71015625 
100,548.52890625,6015.21796875 
110,671.63984375,7364.8734375 
120,897.97265625,9842.02578125 
130,1138.7234375,12482.871875 
140,1366.37265625,14980.321875 
150,1798.90625,19716.90625 
160,2287.53125,25070.01953125 
170,2831.9,31043.75546875 
180,3648.5046875,39998.6578125 
190,4614.72734375,50583.60234375 
200,5613.515625,61505.54140625 
210,7265.9375,79642.39921875 
220,9251.5515625,101404.32265625 
230,11140.35546875,122080.32421875 
240,14247.6515625,156150.7765625 
250,18082.32890625,198161.28828125 
260,21940.75703125,240396.27734375 
270,27610.6921875,288916.0234375 
280,34326.36328125,340956.38671875 
290,41070.36015625,393295.025 
300,43631.94921875,419073.15078125 
310,43631.94921875,419073.15078125 
320,43631.94921875,419073.15078125 
330,43631.94921875,419073.15078125 
340,43631.94921875,419073.15078125 
350,43631.94921875,419073.15078125 
352,43631.94921875,419073.15078125 
