time,connect,request 
0,13.46,90.257 
10,13.46,95.66 
20,13.46,95.66 
30,13.46,95.66 
40,13.46,95.66 
50,13.46,95.66 
60,13.46,95.66 
70,13.46,95.66 
80,13.46,95.66 
90,13.46,95.66 
100,13.46,95.66 
110,13.46,95.66 
120,13.46,95.66 
130,13.46,95.66 
140,13.46,95.66 
150,13.46,95.66 
160,13.46,95.66 
170,13.46,95.66 
180,13.46,95.66 
190,13.46,95.66 
200,13.46,95.66 
210,16.609,95.66 
220,16.609,95.66 
230,16.609,95.66 
240,16.609,121.332 
250,16.609,222.84 
260,16.609,222.84 
270,16.609,800.196 
280,16.609,800.196 
290,16.609,800.196 
300,26.631,800.196 
310,26.631,800.196 
320,26.631,800.196 
330,26.631,800.196 
340,26.631,800.196 
350,26.631,800.196 
352,26.631,800.196 
