time,page 
0,62.91007960093165 
10,25.586340131170743 
20,9.467222787661886 
30,8.686541535856872 
40,10.48116274699208 
50,5.766433968628774 
60,7.3136017135221865 
70,7.15244614664657 
80,6.379071225852812 
90,7.499906841757727 
100,6.880600307273474 
110,5.139179955548149 
120,6.390659059002105 
130,5.72687153484337 
140,5.583611689354357 
150,6.769980219545834 
160,6.201690012858301 
170,6.029475050036177 
180,6.991709840822596 
190,6.301562190971409 
200,6.383815339646161 
210,9.577301751889209 
220,8.365048903548276 
230,7.1449519989866905 
240,16.00000811311439 
250,20.867850570485118 
260,17.16407564314264 
270,431.54603989475953 
280,420.1176378815674 
290,413.70343209941814 
300,433.74098641481845 
310,0 
320,0 
330,0 
340,0 
350,0 
352,0 
