time,session 
0,1923.603142857143 
10,1944.9275714285716 
20,2148.9617499999995 
30,2248.7348125000003 
40,2062.0890434782605 
50,2092.2384545454547 
60,2151.690631578947 
70,2015.3736410256406 
80,1884.766707317073 
90,1948.2012459016396 
100,1970.7787763157899 
110,2074.4392891566267 
120,2011.9042000000004 
130,2063.6707236842108 
140,2015.0961386861309 
150,1993.7566209677418 
160,2026.8366893203884 
170,2078.960211864411 
180,2045.6653710691821 
190,2091.679679738559 
200,2013.7411159420283 
210,2020.3041791197531 
220,2052.937163132134 
230,2071.1524850249552 
240,2072.9202794421494 
250,2108.1749787500007 
260,2094.3974231088905 
270,3012.5245265851604 
280,3260.4530315333027 
290,3258.097952911294 
300,3421.16853883495 
310,0 
320,0 
330,0 
340,0 
350,0 
352,0 
