time,session 
0,1330.354 
10,1330.354 
20,1142.528 
30,1142.528 
40,1142.017 
50,1142.017 
60,1097.122 
70,1084.035 
80,1070.407 
90,1070.407 
100,1070.407 
110,1061.06 
120,1060.946 
130,1060.946 
140,1060.946 
150,1060.946 
160,1054.803 
170,1054.803 
180,1054.803 
190,1054.803 
200,1054.803 
210,1054.803 
220,1054.803 
230,1054.803 
240,1054.803 
250,1054.803 
260,1054.803 
270,1019.082 
280,1019.082 
290,1019.082 
300,1019.082 
310,1019.082 
320,1019.082 
330,1019.082 
340,1019.082 
350,1019.082 
352,1019.082 
