time,session 
0,546.1284947431403 
10,483.68619255252594 
20,605.6618298449948 
30,602.3582090705269 
40,574.4040168591744 
50,691.585111205787 
60,625.2672954810868 
70,620.7487739503774 
80,561.728709341138 
90,542.2385970645635 
100,544.9051520308154 
110,575.6306418311384 
120,581.2710903793998 
130,565.8374024412286 
140,569.3829594929382 
150,570.8806313492651 
160,592.728729565772 
170,578.8207252977833 
180,569.3208070304598 
190,573.3033787430364 
200,588.0580227275383 
210,575.6641538592112 
220,581.8519117380524 
230,567.7033697222389 
240,572.8637112283207 
250,584.3058247850565 
260,577.408134630056 
270,840.0125390571726 
280,813.7521796640391 
290,807.2572580033843 
300,744.034887738244 
310,0 
320,0 
330,0 
340,0 
350,0 
352,0 
