time,users_count,finish_users_count 
0,0.7,0 
10,1.2,0.1 
20,0.9,0.7 
30,1.7,1.3 
40,2.1,0.8 
50,1.6,1.9 
60,2.8,2.2 
70,4,1.6 
80,4,3 
90,6.6,4 
100,8.6,3.1 
110,9.5,2 
120,12.9,3.5 
130,16.4,6 
140,15.5,8.5 
150,25,17.3 
160,32.4,20.1 
170,30.3,24.1 
180,49.4,33.7 
190,60.8,35.4 
200,59.1,48.8 
210,103.6,67.3 
220,129.7,60.6 
230,118.6,113.7 
240,47.7,127.7 
250,0,114.2 
260,0,43.4 
270,0,0.1 
280,0,0 
