time,connect,request 
0,2.7425714285714284,65.40346153846154 
10,1.0720833333333335,59.36419999999998 
20,0.9307500000000001,30.78667346938775 
30,0.9207777777777779,39.841978947368425 
40,1.2116000000000002,42.41295488721805 
50,1.4108823529411767,58.03953801169585 
60,1.2869629629629629,35.674322222222244 
70,0.9592749999999999,112.8981008403361 
80,1.1224999999999998,64.57072674418609 
90,1.1175901639344263,111.84110282776345 
100,1.1907111111111115,833.1068004484298 
110,1.274463157894736,1791.9576279069765 
120,1.1412204724409456,2370.0551381818236 
130,1.0583915662650616,1556.600441692461 
140,1.1587272727272726,1851.336315789477 
150,1.0946520000000002,1077.7047816291167 
160,0.9986978193146426,769.014403734993 
170,1.0117679738562078,755.8650549285171 
180,0.9683819918144614,608.5197394257489 
190,0.9022617103566827,449.92674678512986 
200,0.8456360165446997,374.492616911625 
210,0.8191644967451196,290.4940467058455 
220,0.8118469009359003,212.67497176956653 
230,1.0688379100489824,176.92525640097767 
240,0.8720913867517346,198.08988756334537 
250,0.8642877138413675,403.24056269679414 
260,0,51.10804630381806 
270,0,7.6985 
280,0,0 
