time,session 
10,0 
20,1342.2004022047427 
30,2300.1778607282786 
40,1588.410571027722 
50,2045.7407021784213 
60,1952.2674625668185 
70,1962.6318476905228 
80,1751.5990781602322 
90,1812.7846733223444 
100,2272.3031687033076 
110,3053.0441187122306 
120,2014.621338799098 
130,3015.0531799194746 
140,6020.950195459711 
150,7605.108276660424 
160,7417.343208969747 
170,7550.578706950547 
180,5715.036233114129 
190,5465.970809888019 
200,4987.499662783084 
210,4332.466604770045 
220,3862.628863313495 
230,3457.1566985766303 
240,3407.1987030462506 
250,3425.7115820426807 
260,2695.575393005796 
270,0.0 
280,0 
