time,page 
0,96.13103483320985 
10,93.11918159160297 
20,80.30791855421359 
30,76.21217809276678 
40,94.04519964843001 
50,86.80477412959115 
60,80.39420301965531 
70,93.26103835427371 
80,75.95495394905527 
90,87.4107010630197 
100,87.6718110065926 
110,84.62390070589649 
120,87.63626447901187 
130,88.05095587947865 
140,85.04172943378144 
150,91.5688120004974 
160,98.71989142728277 
170,107.26321051555861 
180,247.78188243189524 
190,667.4861205738608 
200,869.5244033034118 
210,1608.09632695714 
220,1814.6952012545412 
230,1505.6200937893866 
240,1388.8976707786296 
