time,session 
20,17785.3532 
30,18399.744363636364 
40,17039.953666666668 
50,18468.70935714286 
60,18553.018705882354 
70,17337.64857894737 
80,17521.49727027027 
90,17766.297749999998 
100,18156.16069230769 
110,18023.240300000005 
120,17930.326774999998 
130,17440.999173913056 
140,17741.545430555554 
150,17746.05645679012 
160,17664.1149659864 
170,17788.501923076943 
180,18020.281577922073 
190,19628.813545023713 
200,23551.958881278555 
210,28227.389224783852 
220,30015.49036014625 
230,28450.33051917097 
240,26919.915769054896 
