time,page 
0,98.48511764705881 
10,72.73870833333335 
20,51.10028813559322 
30,46.43842000000001 
40,61.17368604651164 
50,54.69790476190476 
60,46.99307534246576 
70,60.040814977973575 
80,43.04211235955058 
90,52.96124745762709 
100,53.12493002257337 
110,49.9384954296161 
120,52.247916193181844 
130,52.59879936305738 
140,50.08424908759137 
150,55.867645833333256 
160,61.3140195968645 
170,65.69808907254357 
180,160.97975305126096 
190,818.307962352099 
200,1909.8194570749902 
210,2178.282132761805 
220,1377.0148412305964 
230,1185.2179349262267 
240,1281.2640280037347 
