time,page 
0,1.7 
10,4.8 
20,5.9 
30,5 
40,8.6 
50,12.6 
60,14.6 
70,22.7 
80,26.7 
90,29.5 
100,44.3 
110,54.7 
120,70.4 
130,94.2 
140,109.6 
150,129.6 
160,178.6 
170,217.8 
180,245.8 
190,278.9 
200,294.7 
210,431.6 
220,728.1 
230,908.2 
240,749.9 
