time,users_count,finish_users_count 
0,0.9,0 
10,1,0 
20,0.4,1 
30,1.1,1.1 
40,1.9,0.3 
50,1.7,1.4 
60,3.1,1.7 
70,3.8,1.9 
80,4,3.7 
90,6.1,3.6 
100,7.7,3.9 
110,8.4,7 
120,13.6,8 
130,16.3,9.2 
140,15.1,14.4 
150,26.1,16.2 
160,30.7,14.7 
170,32.4,28.6 
180,49.8,30.8 
190,63.4,21.1 
200,69.2,21.9 
210,112.4,34.7 
220,120.7,54.7 
230,131.2,96.5 
240,37.6,131.2 
