time,users,connected 
0,3,7 
10,3,3 
20,0,0 
30,4,5 
40,5,4 
50,1,2 
60,10,13 
70,13,13 
80,6,6 
90,49,44 
100,77,77 
110,105,106 
120,198,196 
130,226,223 
140,215,211 
150,256,259 
160,261,260 
170,254,257 
180,325,324 
190,332,336 
200,323,325 
210,432,428 
220,433,434 
230,436,435 
240,118,146 
248,0,0 
