time,cpu@tsung_controller@ip-172-31-44-99 
0,1.4888619832679406 
10,1.4888619832679406 
20,1.4888619832679406 
30,1.4888619832679406 
40,1.4888619832679406 
50,1.4888619832679406 
60,1.4888619832679406 
70,1.4888619832679406 
80,1.4888619832679406 
90,1.4888619832679406 
100,1.6450648055832504 
110,2.584493041749503 
120,2.584493041749503 
130,3.5555555555555554 
140,5.4923305294408715 
150,5.4923305294408715 
160,8.435507601765572 
170,9.820996613449443 
180,10.029498525073747 
190,18.24712643678161 
200,18.24712643678161 
210,18.24712643678161 
220,26.235565819861435 
230,28.280018544274455 
240,28.301015697137583 
248,28.301015697137583 
