time,users,connected 
0,7,7 
10,7,-4 
20,7,-3 
30,7,5 
40,7,-1 
50,9,-2 
60,13,11 
70,17,0 
80,20,-7 
90,49,38 
100,77,33 
110,108,29 
120,198,90 
130,235,27 
140,236,-12 
150,269,48 
160,269,1 
170,272,-3 
180,341,67 
190,341,12 
200,343,-11 
210,451,103 
220,475,6 
230,475,1 
240,475,-289 
248,475,-146 
