time,connect,request 
0,24.389,242.132 
10,24.389,247.111 
20,24.389,247.111 
30,24.389,250.364 
40,24.389,250.364 
50,24.389,321.074 
60,24.389,582.181 
70,24.389,582.181 
80,24.389,771.061 
90,24.389,1317.424 
100,24.389,2366.08 
110,24.389,2452.458 
120,24.389,3343.337 
130,24.389,4810.013 
140,24.389,5482.916 
150,24.389,5482.916 
160,24.389,5482.916 
170,24.389,5482.916 
180,24.389,5482.916 
190,24.389,5482.916 
200,24.389,5482.916 
210,24.389,5482.916 
220,24.389,5482.916 
230,24.389,5482.916 
240,24.389,5482.916 
248,24.389,5482.916 
