time,users_count,finish_users_count 
0,14,11 
10,28,25 
20,30,30 
30,41,37 
40,52,47 
50,65,64 
60,98,88 
70,138,125 
80,182,176 
90,253,204 
100,319,242 
110,406,301 
120,536,338 
130,700,474 
140,852,637 
150,1123,867 
160,1407,1146 
170,1719,1465 
180,2285,1960 
190,2925,2593 
200,3566,3243 
210,4627,4195 
220,5853,5420 
230,7066,6630 
240,7369,7251 
248,7369,7369 
