time,502,200,302 
150,33.5,56.1,41.1 
160,171.6,44.5,32.2 
170,195,69.5,47.6 
180,308.2,57,40.2 
190,503.3,72.6,41.3 
200,456.5,76,42.8 
210,651.7,73.6,40.9 
220,984.8,77.7,42.1 
230,1007.5,80.7,44.7 
