time,page 
0,104.93240044683029 
10,102.58091992278135 
20,92.73611283445476 
30,112.63233082830928 
40,99.61762676895913 
50,98.51142256175531 
60,101.41247685102906 
70,103.6726742335987 
80,100.5603192852444 
90,128.23863618558593 
100,248.5929136348619 
110,126.24202181685673 
120,531.0887413570657 
130,1193.929502009336 
140,1936.364015147838 
150,2484.0124995329884 
160,3182.4689178972467 
170,2838.0027030526867 
180,2275.3753658361557 
190,2100.250466080908 
200,1701.5837117128406 
210,1516.426554702483 
220,1312.4729487453785 
230,1172.0222738039622 
