time,502,200,302 
150,335,4096,3112 
160,2051,4541,3434 
170,4001,5236,3910 
180,7083,5806,4312 
190,12116,6532,4725 
200,16681,7292,5153 
210,23198,8028,5562 
220,33046,8805,5983 
230,43121,9612,6430 
