time,connect,request 
0,0.6,3.2 
10,1.3,8.5 
20,1.1,13.1 
30,0.9,4 
40,2.3,18.4 
50,2.5,23 
60,2.7,21.1 
70,3.8,31 
80,4.2,40.1 
90,6.5,42.7 
100,9.7,79.3 
110,7.6,76.7 
120,13.1,68.3 
130,14.9,98.6 
140,13,95.6 
150,24.9,130.7 
160,30.7,248.3 
170,33.8,312.1 
180,58.8,405.4 
190,64.6,617.2 
200,66.9,575.3 
210,134.8,766.2 
220,226.9,1104.8 
230,224.1,1133.2 
