time,session 
0,3157.711 
10,15325.686 
20,15325.686 
30,16201.181 
40,18328.822 
50,19487.556 
60,20765.198 
70,21168.063 
80,21168.063 
90,21550.222 
100,21550.222 
110,21550.222 
120,21550.222 
130,21550.222 
140,22050.263 
150,22050.263 
160,22050.263 
170,22579.685 
180,22579.685 
190,22579.685 
200,22579.685 
210,22579.685 
220,23589.905 
230,23589.905 
240,24861.337 
250,27560.952 
260,29971.418 
270,34904.953 
280,40941.851 
290,44625.484 
300,47892.082 
310,47892.082 
320,47892.082 
330,47892.082 
340,47892.082 
350,47892.082 
