time,page 
0,124.63469995281767 
10,135.44698518907686 
20,127.39952011345602 
30,131.333873333234 
40,108.07717946170733 
50,105.42343671167315 
60,113.66642236509092 
70,111.77509994908567 
80,107.05961209155687 
90,113.92326592675869 
100,114.36780006848039 
110,105.42469406107412 
120,112.86797380358779 
130,107.94423278716744 
140,111.56827672184403 
150,113.54291099029263 
160,105.55157768368296 
170,107.14527526967302 
180,111.19883401548424 
190,113.46086112598837 
200,107.84265579868172 
210,121.84659898421603 
220,123.37335410725603 
230,118.3161945057698 
240,474.4996946631553 
250,1125.7461271360612 
260,1843.1345956899706 
270,2605.49523276462 
280,3581.523602532556 
290,3597.472959763693 
300,3536.945982779867 
310,4207.219996688595 
320,5.181203104696092 
330,5.626113232116086 
340,0 
350,0 
