time,cpu@tsung_controller@ip-172-31-0-234 
0,4.65541075038554 
10,4.65541075038554 
20,4.65541075038554 
30,4.65541075038554 
40,4.65541075038554 
50,4.65541075038554 
60,4.65541075038554 
70,4.65541075038554 
80,4.65541075038554 
90,4.65541075038554 
100,4.65541075038554 
110,4.65541075038554 
120,4.65541075038554 
130,4.65541075038554 
140,4.65541075038554 
150,4.65541075038554 
160,4.65541075038554 
170,5.287239450940519 
180,5.287239450940519 
190,9.568382735309413 
200,11.514522821576763 
210,11.514522821576763 
220,18.278427205100954 
230,22.5495447241564 
240,25.10706638115632 
250,33.16777041942605 
260,38.68335146898803 
270,38.68335146898803 
280,53.9691289966924 
290,84.35374149659864 
300,84.9973863042342 
310,84.9973863042342 
320,84.9973863042342 
330,84.9973863042342 
340,84.9973863042342 
350,84.9973863042342 
