time,cpu@tsung_controller@ip-172-31-0-234 
0,4.65541075038554 
10,0.15030060120240482 
20,0.2502502502502503 
30,0.4502251125562781 
40,0.2001000500250125 
50,0.20020020020020018 
60,0.15037593984962408 
70,1.103309929789368 
80,0.4020100502512563 
90,0.30045067601402103 
100,0.551654964894684 
110,0.5533199195171026 
120,0.654911838790932 
130,0.906801007556675 
140,1.358148893360161 
150,2.2738756947953513 
160,3.34855403348554 
170,5.287239450940519 
180,4.543134252169474 
190,9.568382735309413 
200,11.514522821576763 
210,11.134343962362781 
220,18.278427205100954 
230,22.5495447241564 
240,25.10706638115632 
250,33.16777041942605 
260,38.68335146898803 
270,38.419016030956335 
280,53.9691289966924 
290,84.35374149659864 
300,84.9973863042342 
310,45.37281861448969 
320,37.01161562829989 
330,6.365503080082135 
340,0.0 
350,0.9495252373813095 
