time,users,connected 
0,6,4 
10,6,-1 
20,6,-1 
30,9,6 
40,10,1 
50,15,-2 
60,25,14 
70,26,-1 
80,27,-4 
90,34,16 
100,51,15 
110,62,-2 
120,74,25 
130,89,7 
140,106,23 
150,154,52 
160,164,-7 
170,202,55 
180,289,78 
190,330,38 
200,364,35 
210,594,240 
220,727,133 
230,739,-30 
240,1600,863 
250,2664,1060 
260,3681,1015 
270,6254,2533 
280,7071,882 
290,7071,-31 
300,7071,-1584 
310,7071,-4338 
320,7071,-1068 
330,7071,-26 
340,7071,0 
350,7071,0 
