time,users,connected 
0,4,4 
10,3,3 
20,2,2 
30,9,8 
40,9,9 
50,7,7 
60,22,21 
70,20,20 
80,15,16 
90,30,32 
100,51,47 
110,45,45 
120,74,70 
130,78,77 
140,97,100 
150,152,152 
160,144,145 
170,200,200 
180,278,278 
190,317,316 
200,348,351 
210,585,591 
220,726,724 
230,694,694 
240,1598,1557 
250,2658,2617 
260,3681,3632 
270,6254,6165 
280,7040,7047 
290,7018,7016 
300,5329,5432 
310,1011,1094 
320,17,26 
330,0,0 
340,0,0 
350,0,0 
