time,502,200,302 
270,2193,69121,20364 
280,20723,77274,22887 
290,37341,87712,26095 
300,43974,97365,29614 
310,43976,109296,35145 
320,43976,111725,36304 
330,43976,111751,36330 
340,43976,111751,36330 
350,43976,111751,36330 
