time,connect,request 
0,0.706,9.924 
10,0.688,7.712 
20,0.644,7.422 
30,0.644,7.422 
40,0.644,6.696 
50,0.628,6.696 
60,0.537,6.696 
70,0.537,6.696 
80,0.537,6.696 
90,0.514,6.52 
100,0.514,6.52 
110,0.493,5.554 
120,0.475,5.554 
130,0.475,5.554 
140,0.475,5.554 
150,0.454,5.554 
160,0.454,5.554 
170,0.432,5.554 
180,0.38,5.196 
190,0.352,4.94 
200,0.352,4.91 
210,0.352,4.91 
220,0.339,4.88 
230,0.279,4.88 
240,0.279,4.88 
250,0.277,4.88 
260,0.277,4.88 
270,0.277,0.353 
280,0.277,0.336 
290,0.277,0.336 
300,0.277,0.336 
310,0.277,0.336 
320,0.277,0.336 
330,0.277,0.336 
340,0.277,0.336 
350,0.277,0.336 
