time,nomatch,match,match_stop 
270,2.2,15.5,2.2 
280,32.8,21.2,32.8 
290,29.9,21.5,29.9 
300,9.7,19.1,9.7 
310,0,16.7,0 
320,0,0,0 
330,0,0,0 
340,0,0,0 
350,0,0,0 
