time,connect,request 
0,0.6,2.6 
10,0.9,7.1 
20,0.5,3.3 
30,1.2,6.3 
40,1.9,11.1 
50,1.6,11.5 
60,4.1,21.6 
70,4.8,29.8 
80,3.4,23.2 
90,5.3,29.5 
100,7.7,45.4 
110,9.3,61.7 
120,11.5,65.8 
130,14.1,90.5 
140,16.7,105.2 
150,25,142.7 
160,29.6,196.9 
170,33.3,195.4 
180,51.2,315.7 
190,61.7,396 
200,58.7,401.5 
210,105.2,590.8 
220,121.2,769.5 
230,120.6,833.5 
240,209.1,982.7 
250,251.3,1208.4 
260,244.9,1195.6 
270,416.3,1424.2 
280,449.4,2920.8 
290,441.6,3026.2 
300,128.8,1980.7 
310,0,1746.5 
320,0,358.8 
330,0,5.2 
340,0,0 
350,0,0 
