time,page 
0,113.20906666666664 
10,98.90569999999998 
20,88.61816666666665 
30,100.45209375 
40,76.86660317460314 
50,75.08411290322577 
60,81.67483333333331 
70,75.75693548387099 
80,72.33323529411766 
90,74.29744137931036 
100,83.1281322957198 
110,69.8492727272728 
120,75.94060326086955 
130,71.974516966068 
140,75.43035901926454 
150,78.39629145077716 
160,71.93169169169163 
170,73.27791970802929 
180,78.74044140862159 
190,80.25211684518021 
200,75.14131636536645 
210,87.7255953069755 
220,89.80600269541739 
230,86.35072169598578 
240,393.04764820846975 
250,1423.149993277051 
260,2730.9288579413046 
270,3428.1211769844454 
280,2938.683208844862 
290,3054.3231378786954 
300,4009.2014604824367 
310,4150.852924508211 
320,20.831340336134424 
330,23.098230769230767 
340,0 
350,0 
