time,request,connect 
0,12.8048545794562,3.4078906277362018 
10,5.372537049983767,1.2165080021856365 
20,2.5788276243960015,0.489375145943947 
30,4.505145766554932,0.4456647526648259 
39,6.891444028526154,0.481873334002578 
