# timestamp userid sessionid requestid event transaction name
1615424392.125641 923 1 21 match_stop - -
1615424392.167913 891 1 21 match_stop - -
1615424392.531240 931 1 21 match_stop - -
1615424392.630609 908 1 21 match_stop - -
1615424392.704732 888 1 21 match_stop - -
1615424392.752495 859 1 21 match_stop - -
1615424392.778368 934 1 21 match_stop - -
1615424392.904557 918 1 21 match_stop - -
1615424393.636425 948 1 21 match_stop - -
1615424393.648916 920 1 21 match_stop - -
1615424393.650644 952 1 21 match_stop - -
1615424393.680366 922 1 21 match_stop - -
1615424393.778562 945 1 21 match_stop - -
1615424393.801577 930 1 21 match_stop - -
1615424393.806145 929 1 21 match_stop - -
1615424393.843644 886 1 21 match_stop - -
1615424393.906026 942 1 21 match_stop - -
1615424394.148297 1113 1 21 match_stop - -
1615424394.188533 915 1 21 match_stop - -
1615424394.376478 937 1 21 match_stop - -
1615424394.388359 1115 1 21 match_stop - -
1615424394.436832 893 1 21 match_stop - -
1615424394.635410 1143 1 21 match_stop - -
1615424394.647135 965 1 21 match_stop - -
1615424394.651260 961 1 21 match_stop - -
1615424394.678810 939 1 21 match_stop - -
1615424394.693998 914 1 21 match_stop - -
1615424394.893616 954 1 21 match_stop - -
1615424394.906602 1141 1 21 match_stop - -
1615424394.930306 1145 1 21 match_stop - -
1615424395.057742 1047 1 21 match_stop - -
1615424395.085417 946 1 21 match_stop - -
1615424395.093250 962 1 21 match_stop - -
1615424395.098219 928 1 21 match_stop - -
1615424395.117590 960 1 21 match_stop - -
1615424395.118271 936 1 21 match_stop - -
1615424395.120313 1152 1 21 match_stop - -
1615424395.287445 1128 1 21 match_stop - -
1615424395.342671 1110 1 21 match_stop - -
1615424395.348349 996 1 21 match_stop - -
1615424395.354334 1119 1 21 match_stop - -
1615424395.465621 1161 1 21 match_stop - -
1615424395.540296 1114 1 21 match_stop - -
1615424395.548424 1168 1 21 match_stop - -
1615424395.566508 1165 1 21 match_stop - -
1615424395.583566 976 1 21 match_stop - -
1615424395.721635 1049 1 21 match_stop - -
1615424395.741597 1048 1 21 match_stop - -
1615424395.753440 898 1 21 match_stop - -
1615424395.790629 1136 1 21 match_stop - -
1615424395.796595 975 1 21 match_stop - -
1615424395.818346 974 1 21 match_stop - -
1615424395.821317 1135 1 21 match_stop - -
1615424395.851380 1167 1 21 match_stop - -
1615424395.851561 1183 1 21 match_stop - -
