time,connect,request 
0,10.483,1589.99 
10,10.483,5738.733 
20,10.483,9022.839 
30,10.483,9022.839 
40,10.483,9022.839 
50,10.483,14592.893 
60,10.483,14592.893 
70,10.483,14592.893 
80,10.483,14594.671 
90,10.483,15249.439 
100,10.483,15249.439 
110,10.483,16034.645 
120,14.669,16034.645 
130,14.669,16504.572 
140,14.669,21532.638 
150,14.669,24018.951 
160,14.669,30731.289 
170,14.669,31929.84 
180,25.827,31929.84 
190,25.827,36835.703 
200,25.827,36835.703 
210,25.827,37416.645 
220,25.827,37416.645 
230,25.827,37416.645 
240,25.827,37416.645 
250,25.827,37416.645 
260,25.827,37416.645 
270,25.827,37416.645 
280,25.827,37416.645 
290,25.827,37416.645 
300,25.827,37416.645 
310,25.827,37416.645 
320,25.827,37416.645 
323,25.827,37416.645 
