time,connect,request 
0,3.415999999999999,1474.52 
10,1.1707857142857137,4052.2311428571434 
20,1.307875,6460.492999999998 
30,1.435,1619.6718 
40,1.219611111111111,6041.892454545456 
50,1.268833333333333,9340.969333333334 
60,1.3879210526315788,8510.92426923077 
70,1.2987352941176467,8746.14635555556 
80,1.2276388888888885,10056.47474074074 
90,1.4920845070422533,9543.118833333334 
100,1.4151142857142862,8741.826580246914 
110,1.3750760869565222,8879.67563013699 
120,1.3437419354838713,9048.87285507247 
130,1.2591878787878783,10640.783398230098 
140,1.2499375,5793.569242424242 
150,1.3941349206349203,5549.494873517791 
160,1.2122195845697332,6528.653499999993 
170,1.2406070287539939,5080.311165079366 
180,1.2439376218323617,3339.608913894325 
190,1.2282891933028925,3590.225676291797 
200,1.1977444253859337,2689.8766802721084 
210,1.2502396313364048,1939.2925940685761 
220,1.1061094527363182,1722.5176948590372 
230,1.1423076923076936,1294.8691732217583 
240,1.077281062124251,1129.4764356534815 
250,1.0326802255336307,505.58733091495264 
260,1.099454094292808,870.5707438016524 
270,1.0745268408551025,531.1127828978632 
280,0.9960214184683746,360.9952268686854 
290,1.0186413779370784,443.2547030472029 
300,0.9845206258890487,1308.4474147339668 
310,0,24382.121197674427 
320,0,25624.878851063837 
323,0,0 
