time,session 
0,2374.994 
10,8556.333 
20,9024.795 
30,9024.795 
40,9434.358 
50,14594.969 
60,14594.969 
70,14594.969 
80,14596.647 
90,15251.591 
100,15251.591 
110,16037.396 
120,16037.396 
130,16506.643 
140,21534.67 
150,24021.039 
160,30733.308 
170,31931.825 
180,31931.825 
190,36837.593 
200,36837.593 
210,37418.706 
220,37418.706 
230,37418.706 
240,37418.706 
250,37418.706 
260,37418.706 
270,37418.706 
280,37418.706 
290,37418.706 
300,37418.706 
310,37418.706 
320,37418.706 
323,37418.706 
