time,connect,request 
0,1.156,1303.102 
10,1.031,1303.102 
20,1.031,1303.102 
30,0.944,1096.288 
40,0.944,1096.288 
50,0.944,1096.288 
60,0.944,1096.288 
70,0.944,1096.288 
80,0.944,1096.288 
90,0.944,1096.288 
100,0.944,1096.288 
110,0.944,1096.288 
120,0.944,1096.288 
130,0.92,1.875 
140,0.92,1.571 
150,0.843,1.481 
160,0.843,1.481 
170,0.843,1.481 
180,0.843,1.474 
190,0.835,1.474 
200,0.835,1.474 
210,0.812,1.459 
220,0.726,1.351 
230,0.726,1.351 
240,0.726,1.351 
250,0.694,1.327 
260,0.694,1.327 
270,0.67,1.327 
280,0.67,1.301 
290,0.669,1.297 
300,0.669,1.297 
310,0.669,1.297 
320,0.669,1.297 
323,0.669,1.297 
