time,freemem@tsung_controller@ip-172-31-59-214 
0,661.97265625 
10,661.97265625 
20,660.6171875 
30,658.52734375 
40,657.875 
50,657.875 
60,656.5078125 
70,655.39453125 
80,653.8125 
90,653.8125 
100,653.8125 
110,653.8125 
120,653.8125 
130,653.8125 
140,653.8125 
150,653.8125 
160,653.8125 
170,653.8125 
180,653.8125 
190,653.8125 
200,653.8125 
210,653.8125 
220,653.8125 
230,653.390625 
240,651.54296875 
250,650.3515625 
260,650.00390625 
270,649.15625 
280,648.30078125 
290,646.484375 
300,646.26171875 
310,646.26171875 
320,646.26171875 
323,646.26171875 
