time,freemem@tsung_controller@ip-172-31-59-214 
0,661.97265625 
10,662.546875 
20,660.6171875 
30,658.52734375 
40,657.875 
50,658.12109375 
60,656.5078125 
70,655.39453125 
80,653.8125 
90,654.78515625 
100,662.1171875 
110,664.71875 
120,662.7734375 
130,661.36328125 
140,659.51953125 
150,659.390625 
160,659.94140625 
170,657.32421875 
180,657.3203125 
190,659.0 
200,656.28515625 
210,655.375 
220,654.18359375 
230,653.390625 
240,651.54296875 
250,650.3515625 
260,650.00390625 
270,649.15625 
280,648.30078125 
290,646.484375 
300,646.26171875 
310,646.65625 
320,646.81640625 
323,647.4375 
