time,page 
0,1589.99 
10,5738.733 
20,9022.839 
30,9022.839 
40,9022.839 
50,14592.893 
60,14592.893 
70,14592.893 
80,14594.671 
90,15249.439 
100,15249.439 
110,16034.645 
120,16034.645 
130,16504.572 
140,21532.638 
150,24018.951 
160,30731.289 
170,31929.84 
180,31929.84 
190,36835.703 
200,36835.703 
210,37416.645 
220,37416.645 
230,37416.645 
240,37416.645 
250,37416.645 
260,37416.645 
270,37416.645 
280,37416.645 
290,37416.645 
300,37416.645 
310,37416.645 
320,37416.645 
323,37416.645 
