time,size_sent,size_rcv 
0,0.675,12626.85859375 
10,1.18125,22184.31875 
20,0.675,40958.078125 
30,0.928125,14674.88203125 
40,1.51875,27783.17421875 
50,2.025,29494.45703125 
60,3.20625,26512.73671875 
70,2.86875,33353.0453125 
80,3.0375,37491.60546875 
90,5.990625,25293.4765625 
100,5.90625,35457.4875 
110,7.7625,31148.87734375 
120,10.4625,27116.4875 
130,13.921875,45577.71015625 
140,14.85,24474.375 
150,21.2625,30030.78671875 
160,28.434375,41402.3296875 
170,26.409375,24584.39140625 
180,43.284375,31795.703125 
190,55.434375,37667.953125 
200,49.190625,23826.109375 
210,91.546875,33525.29453125 
220,101.75625,39556.37421875 
230,100.9125,26027.47578125 
240,168.4125,36832.71484375 
250,209.503125,30135.43984375 
260,204.01875,27568.221875 
270,355.21875,39884.54765625 
280,417.571875,26538.66640625 
290,423.73125,40302.96953125 
300,118.63125,29653.396875 
310,0,36695.2921875 
320,0,31652.40625 
323,0,0 
