time,users,connected 
0,3,3 
10,9,10 
20,0,0 
30,5,6 
40,13,13 
50,24,22 
60,33,34 
70,23,23 
80,33,32 
90,70,67 
100,58,56 
110,74,75 
120,136,130 
130,186,182 
140,193,193 
150,193,192 
160,193,193 
170,192,191 
180,193,193 
190,192,192 
200,189,187 
210,193,193 
220,193,193 
230,193,194 
240,192,193 
250,194,195 
260,195,193 
270,194,193 
280,193,192 
290,194,193 
300,132,133 
310,47,47 
320,0,0 
323,0,0 
