time,page 
0,0.5 
10,0.7 
20,1.8 
30,0.5 
40,1.1 
50,1.5 
60,2.6 
70,4.5 
80,2.7 
90,3.6 
100,8.1 
110,7.3 
120,6.9 
130,11.3 
140,16.5 
150,25.3 
160,33.6 
170,31.5 
180,51.1 
190,65.8 
200,58.8 
210,107.9 
220,120.6 
230,119.5 
240,199.7 
250,248.1 
260,242 
270,421 
280,495 
290,502.1 
300,146.6 
310,8.6 
320,4.7 
323,0 
