time,size_sent,size_rcv 
0,9.26875,1004.39765625 
10,49.18828125,3771.68515625 
20,98.2328125,6531.7375 
30,127.1171875,8299.584375 
40,188.1359375,12326.76640625 
50,266.2125,18103.5828125 
60,341.68125,22633.453125 
70,455.32578125,31413.6296875 
80,627.77421875,42452.07421875 
90,815.890625,53538.64296875 
100,965.33046875,63091.69921875 
110,1110.90234375,75380.43046875 
120,1327.2640625,82754.3828125 
130,1735.975,97487.5953125 
140,2159.41328125,106038.6296875 
150,2627.815625,118390.7625 
160,3308.18203125,127533.846875 
170,4017.91171875,137436.17890625 
180,4763.01171875,147919.890625 
190,5813.19375,157331.29921875 
200,6948.34765625,168573.47734375 
210,7911.096875,177102.59296875 
220,8209.62578125,189968.484375 
230,8423.171875,193155.20078125 
