time,users,connected 
0,8,8 
10,11,3 
20,13,-5 
30,13,2 
40,14,1 
50,24,8 
60,24,3 
70,51,31 
80,61,0 
90,61,-6 
100,120,72 
110,202,83 
120,276,74 
130,313,28 
140,313,-2 
150,379,76 
160,440,62 
170,443,-31 
180,561,148 
190,672,116 
200,673,-59 
210,673,-302 
220,673,-150 
230,673,-160 
