time,connect,request 
0,0.8,2.4 
10,1.2,8.3 
20,0.9,9.6 
30,1,6.1 
40,1.6,12.5 
50,2.4,16.4 
60,2.2,15 
70,4.9,24.5 
80,4.1,33.4 
90,5.1,40.3 
100,8.7,26.4 
110,9.2,28 
120,10.7,51 
130,15.1,115.7 
140,14.9,123.4 
150,24.2,151.5 
160,35.5,250.4 
170,30.2,265.9 
180,49.5,295.1 
190,62.4,469.8 
200,60.9,515 
210,27.7,399.9 
220,0,73 
230,0,52 
