time,connect,request 
0,4.433375,64.03116666666668 
10,1.3632499999999999,58.67439759036145 
20,1.1122222222222222,49.66472916666667 
30,1.1180999999999996,40.19196721311477 
40,1.1500625,62.07199200000001 
50,0.9869583333333334,108.89613414634151 
60,1.414909090909091,67.02944000000002 
70,1.0978367346938775,511.8322408163265 
80,1.2000975609756097,537.0448502994017 
90,1.034333333333333,278.79640446650126 
100,1.0030459770114943,1313.2621780303032 
110,1.0405434782608693,3961.515539285716 
120,1.1677383177570098,2769.8994019607867 
130,0.9398145695364233,1857.5800406223018 
140,1.0243221476510072,1550.6588630469998 
150,1.0147603305785122,1335.0958217821806 
160,1.0996929577464778,693.2209728434498 
170,0.9668576158940395,774.7473685596088 
180,1.0695292929292946,659.502206370723 
190,0.9715240384615387,369.4329284802034 
200,0.9841050903119862,390.03691941747627 
210,0.9084729241877257,486.81074493623345 
220,0,2952.93166164384 
230,0,869.5008423076906 
