time,users_count,finish_users_count 
0,8,0 
10,20,9 
20,29,23 
30,42,31 
40,56,46 
50,80,62 
60,101,81 
70,150,99 
80,193,143 
90,247,197 
100,332,212 
110,423,222 
120,532,256 
130,682,378 
140,828,529 
150,1075,697 
160,1428,997 
170,1730,1323 
180,2229,1668 
190,2855,2183 
200,3459,2846 
210,3732,3424 
220,3732,3573 
230,3732,3732 
