time,session 
0,365.70068322767406 
10,555.0433685069625 
20,552.6692381103784 
30,556.3472290278766 
40,631.3477720231427 
50,532.9321527618705 
60,389.19411394358065 
70,590.0023355212387 
80,626.7781740020337 
90,1007.2207853079623 
100,1433.4358799618835 
110,1780.0042132398403 
120,2250.3830956104966 
130,4460.359635630149 
140,7192.141620417827 
150,9717.470984498445 
160,8559.676111891342 
170,7737.699608372253 
180,6617.662147182883 
190,5637.256240074135 
200,5158.931360994072 
210,4275.285686410903 
220,3667.694244828772 
230,3317.250658016505 
240,4729.452584235079 
247,3233.7988014985344 
