time,users_count,finish_users_count 
0,0.6,0.4 
10,0.7,0.9 
20,1,0.9 
30,2.2,1.7 
40,1.9,2.3 
50,2.2,1.9 
60,1.9,1.5 
70,2.9,3.1 
80,4.4,3.7 
90,7.6,5.4 
100,7.4,6.5 
110,7,7.6 
120,12.8,3.5 
130,16.1,6.3 
140,15.9,16.8 
150,28.7,26.1 
160,33.9,32.1 
170,32.5,33.1 
180,56.6,49.6 
190,64.8,64.6 
200,62.5,61.4 
210,121.7,109.9 
220,122.2,127.7 
230,122.5,120.5 
240,15.8,42.5 
247,0,15.8 
