time,users_count,finish_users_count 
0,6,4 
10,13,13 
20,23,22 
30,45,39 
40,64,62 
50,86,81 
60,105,96 
70,134,127 
80,178,164 
90,254,218 
100,328,283 
110,398,359 
120,526,394 
130,687,457 
140,846,625 
150,1133,886 
160,1472,1207 
170,1797,1538 
180,2363,2034 
190,3011,2680 
200,3636,3294 
210,4853,4393 
220,6075,5670 
230,7300,6875 
240,7458,7300 
247,7458,7458 
