time,session 
0,1921.7637500000003 
10,2275.3140000000003 
20,2553.468777777778 
30,2206.57594117647 
40,2343.6806086956517 
50,2117.030421052631 
60,2395.040933333333 
70,2408.3880000000004 
80,2466.773027027027 
90,3316.7329814814834 
100,5320.211153846152 
110,6058.647407894737 
120,6421.727057142858 
130,11158.754873015872 
140,9700.752815476197 
150,11157.42121455939 
160,8733.174392523366 
170,7650.505948640481 
180,6162.712058467737 
190,5208.48994272445 
200,5131.958359934856 
210,3880.4734385805255 
220,3680.008682850431 
230,3500.0373477178446 
240,4933.418112941174 
247,14293.832556962025 
